shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
203_1_1_shp,41.1599,-8.60276,223
203_1_1_shp,41.15945,-8.60105,224
203_1_1_shp,41.15928,-8.60043,225
203_1_1_shp,41.15882,-8.5988,226
203_1_1_shp,41.1588,-8.59867,227
203_1_1_shp,41.15907,-8.59804,228
203_1_1_shp,41.15923,-8.59769,229
203_1_1_shp,41.15943,-8.59705,230
203_1_1_shp,41.15968,-8.59622,231
203_1_1_shp,41.16,-8.59514,232
203_1_1_shp,41.16018,-8.59457,233
203_1_1_shp,41.16037,-8.59397,234
203_1_1_shp,41.16053,-8.59348,235
203_1_1_shp,41.16068,-8.59306,236
203_1_1_shp,41.16068,-8.59305,237
203_1_1_shp,41.16086,-8.59248,238
203_1_1_shp,41.16089,-8.59229,239
203_1_1_shp,41.16092,-8.59222,240
203_1_1_shp,41.16096,-8.5921,241
203_1_1_shp,41.16097,-8.59206,242
203_1_1_shp,41.16103,-8.59191,243
203_1_1_shp,41.16126,-8.59176,244
203_1_1_shp,41.16148,-8.59162,245
203_1_1_shp,41.16156,-8.59155,246
203_1_1_shp,41.16163,-8.59149,247
203_1_1_shp,41.16187,-8.5913,248
203_1_1_shp,41.16203,-8.59118,249
203_1_1_shp,41.16253,-8.59076,250
203_1_1_shp,41.1626,-8.59068,251
203_1_1_shp,41.16274,-8.59055,252
203_1_1_shp,41.1629,-8.59042,253
203_1_1_shp,41.16299,-8.59034,254
203_1_1_shp,41.16303,-8.59031,255
203_1_1_shp,41.16321,-8.59015,256
203_1_1_shp,41.1635,-8.58991,257
203_1_1_shp,41.16362,-8.58981,258
203_1_1_shp,41.16387,-8.58959,259
203_1_1_shp,41.1639,-8.58957,260
203_1_1_shp,41.16392,-8.58955,261
203_1_1_shp,41.1639,-8.58951,262
203_1_1_shp,41.16389,-8.58944,263
203_1_1_shp,41.16388,-8.58941,264
203_1_1_shp,41.16378,-8.58909,265
203_1_1_shp,41.16361,-8.58857,266
203_1_1_shp,41.16357,-8.58843,267
203_1_1_shp,41.16349,-8.58816,268
203_1_1_shp,41.16343,-8.58797,269
203_1_1_shp,41.16322,-8.58732,270
203_1_1_shp,41.16319,-8.58723,271
203_1_1_shp,41.16297,-8.58654,272
203_1_1_shp,41.16288,-8.58626,273
203_1_1_shp,41.16275,-8.58587,274
203_1_1_shp,41.16274,-8.58582,275
203_1_1_shp,41.16271,-8.58575,276
203_1_1_shp,41.16268,-8.58565,277
203_1_1_shp,41.16264,-8.58554,278
203_1_1_shp,41.16264,-8.58553,279
203_1_1_shp,41.16263,-8.58552,280
203_1_1_shp,41.16259,-8.5854,281
203_1_1_shp,41.16254,-8.58535,282
203_1_1_shp,41.16251,-8.58533,283
203_1_1_shp,41.16248,-8.58533,284
203_1_1_shp,41.16247,-8.58532,285
203_1_1_shp,41.16244,-8.58532,286
203_1_1_shp,41.16235,-8.58534,287
203_1_1_shp,41.16225,-8.58538,288
203_1_1_shp,41.16217,-8.58541,289
203_1_1_shp,41.16207,-8.58545,290
203_1_1_shp,41.16201,-8.58547,291
203_1_1_shp,41.16193,-8.58549,292
203_1_1_shp,41.1619,-8.5855,293
203_1_1_shp,41.16186,-8.58551,294
203_1_1_shp,41.16175,-8.5855,295
203_1_1_shp,41.16163,-8.5855,296
203_1_1_shp,41.1616,-8.58549,297
203_1_1_shp,41.16155,-8.58549,298
203_1_1_shp,41.16151,-8.58548,299
203_1_1_shp,41.16146,-8.58546,300
203_1_1_shp,41.16142,-8.58545,301
203_1_1_shp,41.16137,-8.58544,302
203_1_1_shp,41.16133,-8.58542,303
203_1_1_shp,41.1613,-8.58541,304
203_1_1_shp,41.16126,-8.58539,305
203_1_1_shp,41.16122,-8.58538,306
203_1_1_shp,41.16122,-8.58537,307
203_1_1_shp,41.16107,-8.58527,308
203_1_1_shp,41.1609,-8.58512,309
203_1_1_shp,41.16088,-8.58509,310
203_1_1_shp,41.16081,-8.58493,311
203_1_1_shp,41.16068,-8.58471,312
203_1_1_shp,41.16063,-8.5846,313
203_1_1_shp,41.16062,-8.58459,314
203_1_1_shp,41.16056,-8.58445,315
203_1_1_shp,41.1605,-8.58424,316
203_1_1_shp,41.16049,-8.58424,317
203_1_1_shp,41.16046,-8.58411,318
203_1_1_shp,41.1604,-8.58388,319
203_1_1_shp,41.16039,-8.58383,320
203_1_1_shp,41.1603,-8.58351,321
203_1_1_shp,41.16026,-8.58335,322
203_1_1_shp,41.16021,-8.58316,323
203_1_1_shp,41.16012,-8.58275,324
203_1_1_shp,41.16011,-8.58269,325
203_1_1_shp,41.16007,-8.58248,326
203_1_1_shp,41.1601,-8.58246,327
203_1_1_shp,41.16013,-8.58245,328
203_1_1_shp,41.16018,-8.58242,329
203_1_1_shp,41.1602,-8.58242,330
203_1_1_shp,41.16027,-8.58239,331
203_1_1_shp,41.16048,-8.58232,332
203_1_1_shp,41.16141,-8.58192,333
